year,month,day,solar_irradiation,temperature,humidity,dew_point,wind_speed,City,temp_dew_gap,heat_index
2020,6,1,3.88,31.31,58.28,21.69,1.28,Mumbai,9.62,58.1054
2020,6,2,1.97,29.82,62.21,21.21,2.75,Mumbai,8.61,58.79655
2020,6,3,2.22,27.43,83.91,24.4,6.49,Mumbai,3.03,68.45005
2020,6,4,4.03,27.52,86.55,25.05,4.68,Mumbai,2.47,70.00525
2020,6,5,6.38,28.31,76.93,23.23,3.56,Mumbai,5.08,65.45615
2020,6,6,6.45,28.56,81.92,24.91,4.34,Mumbai,3.65,68.4756
2020,6,7,6.2,28.16,86.05,25.49,3.02,Mumbai,2.67,70.36775
2020,6,8,5.37,28.03,71.22,21.33,2.9,Mumbai,6.7,62.0071
2020,6,9,5.91,27.18,77.16,22.66,3.48,Mumbai,4.52,64.4538
2020,6,10,6.6,27.66,80.35,23.83,3.27,Mumbai,3.83,66.70425
2020,6,11,5.26,28.43,82.36,24.96,3.23,Mumbai,3.47,68.5898
2020,6,12,4.39,28.2,84.66,25.23,3.13,Mumbai,2.97,69.6363
2020,6,13,4.28,27.44,86.42,24.91,2.72,Mumbai,2.53,69.8531
2020,6,14,5.49,28.01,86.01,25.35,2.95,Mumbai,2.66,70.19555
2020,6,15,3.52,27.91,89.08,25.89,3.52,Mumbai,2.02,71.7994
2020,6,16,5.05,27.3,88.45,25.17,3.05,Mumbai,2.13,70.83975
2020,6,17,5.48,28,87.97,25.74,3.92,Mumbai,2.26,71.27335
2020,6,18,3.2,27.89,89.35,25.93,5.33,Mumbai,1.96,71.92925
2020,6,19,6.09,28.42,86.48,25.85,3.94,Mumbai,2.57,70.8664
2020,6,20,6.3,28.22,86.23,25.61,4.09,Mumbai,2.61,70.52765
2020,6,21,6.5,27.89,86.94,25.45,3.9,Mumbai,2.44,70.5917
2020,6,22,6.01,28.34,83.01,25.03,4.31,Mumbai,3.31,68.86055
2020,6,23,5.86,28.27,83.62,25.05,4.67,Mumbai,3.22,69.1291
2020,6,24,6.42,28.29,82.83,24.88,3.96,Mumbai,3.41,68.71065
2020,6,25,6.8,28.64,84.3,25.55,2.86,Mumbai,3.09,69.8765
2020,6,26,4.79,27.52,86.53,25.01,2.34,Mumbai,2.51,69.99415
2020,6,27,6.19,27.8,85.26,24.99,2.57,Mumbai,2.81,69.5693
2020,6,28,5.65,28.14,85.23,25.32,2.24,Mumbai,2.82,69.89265
2020,6,29,5.74,28.24,87.13,25.78,2.74,Mumbai,2.46,71.04715
2020,6,30,6.09,27.09,89.18,25.1,2.79,Mumbai,1.99,71.0349
2020,7,1,5.14,27.28,85.97,24.65,4.02,Mumbai,2.63,69.44335
2020,7,2,5.33,27.92,86.44,25.34,4.53,Mumbai,2.58,70.3442
2020,7,3,2.77,27.1,91.29,25.56,5.95,Mumbai,1.54,72.21595
2020,7,4,1.86,27.12,91.44,25.62,5.84,Mumbai,1.5,72.3192
2020,7,5,2.03,26.79,91.21,25.25,7.32,Mumbai,1.54,71.86155
2020,7,6,3.19,27.61,89.34,25.68,8.25,Mumbai,1.93,71.6437
2020,7,7,4.44,27.3,90.92,25.68,7.73,Mumbai,1.62,72.2106
2020,7,8,5.24,27.44,88.53,25.35,5.63,Mumbai,2.09,71.02415
2020,7,9,5.77,27.39,88.93,25.37,5.04,Mumbai,2.02,71.19615
2020,7,10,5.09,27.4,89.56,25.51,5.03,Mumbai,1.89,71.5558
2020,7,11,5.47,27.37,90.89,25.73,4.78,Mumbai,1.64,72.26395
2020,7,12,3.2,26.69,92.15,25.31,4.42,Mumbai,1.38,72.28325
2020,7,13,3.94,26.73,91.91,25.29,3.6,Mumbai,1.44,72.19005
2020,7,14,2.73,27.29,91.03,25.68,4.23,Mumbai,1.61,72.26165
2020,7,15,1.24,26.28,94.07,25.27,4.22,Mumbai,1.01,72.93885
2020,7,16,3.5,26.02,92.16,24.65,5.76,Mumbai,1.37,71.6188
2020,7,17,4.85,26.64,90.45,24.93,6.27,Mumbai,1.71,71.28975
2020,7,18,5.45,27.08,90.71,25.42,5.4,Mumbai,1.66,71.87405
2020,7,19,6.27,27.19,89.65,25.32,3.94,Mumbai,1.87,71.39575
2020,7,20,6.27,26.64,90.92,25.01,2.75,Mumbai,1.63,71.5506
2020,7,21,4.55,26.81,89.93,24.97,2.98,Mumbai,1.84,71.17115
2020,7,22,5.3,27.01,89.31,25.05,2.12,Mumbai,1.96,71.02705
2020,7,23,3.44,27.07,89.76,25.21,2.24,Mumbai,1.86,71.3368
2020,7,24,3.15,26.44,90.24,24.69,2.36,Mumbai,1.75,70.9732
2020,7,25,4.38,26.11,89.64,24.24,3.03,Mumbai,1.87,70.3102
2020,7,26,6.13,26.56,88.39,24.41,3.57,Mumbai,2.15,70.06645
2020,7,27,4.41,26.74,90.23,24.99,3.77,Mumbai,1.75,71.26765
2020,7,28,4.17,26.68,91.02,25.07,2.98,Mumbai,1.61,71.6461
2020,7,29,3.07,26.67,92.91,25.43,2.84,Mumbai,1.24,72.68505
2020,7,30,4.75,27.03,86.36,24.47,2.41,Mumbai,2.56,69.4098
2020,7,31,4.36,26.58,90.12,24.79,2.15,Mumbai,1.79,71.0466
2020,8,1,5.76,26.9,91.65,25.41,2.77,Mumbai,1.49,72.21575
2020,8,2,6.13,27.18,91.61,25.68,3.48,Mumbai,1.5,72.47355
2020,8,3,4.01,27.08,92.7,25.8,4.45,Mumbai,1.28,72.9785
2020,8,4,0.97,26.91,92.92,25.68,6.92,Mumbai,1.23,72.9306
2020,8,5,0.99,26.78,94.1,25.77,8.01,Mumbai,1.01,73.4555
2020,8,6,0.98,26.34,91.88,24.93,7.68,Mumbai,1.41,71.7834
2020,8,7,3.13,27.03,91.1,25.45,7.23,Mumbai,1.58,72.0405
2020,8,8,4.69,26.85,90.36,25.14,6,Mumbai,1.71,71.4498
2020,8,9,4.22,26.71,90.62,25.04,5.07,Mumbai,1.67,71.4541
2020,8,10,4.22,26.44,92.3,25.09,4.84,Mumbai,1.35,72.1165
2020,8,11,2.21,26.44,91.07,24.86,5.54,Mumbai,1.58,71.43385
2020,8,12,1.6,26.13,92.01,24.74,6.04,Mumbai,1.39,71.64555
2020,8,13,2.39,25.89,94.32,24.93,6,Mumbai,0.96,72.6876
2020,8,14,1.59,26.06,93.28,24.9,6.86,Mumbai,1.16,72.2804
2020,8,15,3.69,26.1,93.59,25,6.47,Mumbai,1.1,72.49245
2020,8,16,2.62,26.02,93.98,24.99,6.28,Mumbai,1.03,72.6289
2020,8,17,1.51,25.88,93.98,24.85,5.28,Mumbai,1.03,72.4889
2020,8,18,3.97,26.06,92.5,24.76,5.32,Mumbai,1.3,71.8475
2020,8,19,4.54,26.33,91.58,24.85,4.82,Mumbai,1.48,71.6069
2020,8,20,2.82,25.79,95.05,24.96,4.84,Mumbai,0.83,72.99275
2020,8,21,1.5,26.08,94.06,25.07,5.77,Mumbai,1.01,72.7333
2020,8,22,3.01,26.5,93.33,25.34,5.86,Mumbai,1.16,72.74815
2020,8,23,3.89,26.4,92.67,25.12,5.99,Mumbai,1.28,72.28185
2020,8,24,4.06,26.45,90.9,24.84,5.74,Mumbai,1.61,71.3495
2020,8,25,4.95,26.41,89.39,24.49,4.49,Mumbai,1.92,70.47145
2020,8,26,5.74,26.25,88.56,24.17,3.43,Mumbai,2.08,69.8508
2020,8,27,4.36,25.99,89.63,24.12,3.9,Mumbai,1.87,70.18465
2020,8,28,1.52,25.99,92.03,24.59,3.88,Mumbai,1.4,71.51665
2020,8,29,1.18,25.61,94.38,24.65,4.03,Mumbai,0.96,72.4409
2020,8,30,1.29,25.89,93.57,24.78,4.55,Mumbai,1.11,72.27135
2020,8,31,4.44,26.29,92.04,24.89,4.53,Mumbai,1.4,71.8222
2020,9,1,5.09,26.29,90.84,24.64,3.01,Mumbai,1.65,71.1562
2020,9,2,5.32,26.33,89.25,24.36,2.6,Mumbai,1.97,70.31375
2020,9,3,5.08,26.68,88.46,24.56,2.04,Mumbai,2.12,70.2253
2020,9,4,6.17,27.74,85.22,24.91,1.91,Mumbai,2.83,69.4871
2020,9,5,6.16,28.23,87.67,25.86,1.77,Mumbai,2.37,71.33685
2020,9,6,4.84,28.66,86.16,25.97,1.79,Mumbai,2.69,70.9288
2020,9,7,5.24,27.93,87.45,25.58,1.99,Mumbai,2.35,70.91475
2020,9,8,5.63,27.1,90.82,25.42,2.54,Mumbai,1.68,71.9551
2020,9,9,5.36,26.11,90.74,24.45,1.99,Mumbai,1.66,70.9207
2020,9,10,4.95,26.57,93.42,25.41,1.99,Mumbai,1.16,72.8681
2020,9,11,4.15,26.72,91.77,25.25,1.82,Mumbai,1.47,72.10235
2020,9,12,5.02,27.06,90.58,25.33,3.66,Mumbai,1.73,71.7819
2020,9,13,3.82,26.37,91.14,24.8,4.23,Mumbai,1.57,71.4027
2020,9,14,4.3,25.41,92.4,24.09,3.02,Mumbai,1.32,71.142
2020,9,15,3.51,25.17,93.09,23.98,2.4,Mumbai,1.19,71.28495
2020,9,16,3.74,25.49,92.91,24.25,2.65,Mumbai,1.24,71.50505
2020,9,17,2.99,25.94,92.46,24.61,2.84,Mumbai,1.33,71.7053
2020,9,18,3.04,25.93,92.23,24.56,2.69,Mumbai,1.37,71.56765
2020,9,19,3.38,26.38,90,24.57,2.98,Mumbai,1.81,70.78
2020,9,20,4.52,26.7,93.46,25.55,3.52,Mumbai,1.15,73.0203
2020,9,21,3.29,26.47,93.87,25.41,4.15,Mumbai,1.06,73.01785
2020,9,22,1.45,26.51,94.16,25.5,3.46,Mumbai,1.01,73.2188
2020,9,23,2.22,25.94,95.47,25.18,3.98,Mumbai,0.76,73.37585
2020,9,24,3.61,26.79,91.99,25.36,2.73,Mumbai,1.43,72.29445
2020,9,25,3.67,26.22,92.7,24.94,2.98,Mumbai,1.28,72.1185
2020,9,26,5.57,26.05,87.45,23.76,2.57,Mumbai,2.29,69.03475
2020,9,27,5.81,26.07,85.83,23.46,2.29,Mumbai,2.61,68.15565
2020,9,28,5.17,26.42,83.63,23.33,1.67,Mumbai,3.09,67.28465
2020,9,29,5.75,26.12,84.66,23.26,2.15,Mumbai,2.86,67.5563
2020,9,30,6.12,26.14,85.5,23.43,2.47,Mumbai,2.71,68.0425
2020,10,1,5.86,26.02,86.88,23.59,2.28,Mumbai,2.43,68.6884
2020,10,2,5.12,26.73,87.11,24.32,2.25,Mumbai,2.41,69.52605
2020,10,3,3.94,27.37,87.85,25.08,2.1,Mumbai,2.29,70.57675
2020,10,4,2.46,26.78,89.45,24.84,2.74,Mumbai,1.94,70.87475
2020,10,5,5.67,26.83,86.64,24.3,2.27,Mumbai,2.53,69.3652
2020,10,6,5.81,26.18,86.77,23.68,1.98,Mumbai,2.5,68.78735
2020,10,7,5.43,27.54,83.67,24.39,1.84,Mumbai,3.15,68.42685
2020,10,8,4.56,27.61,81.41,23.97,2.09,Mumbai,3.64,67.24255
2020,10,9,4.16,27.93,78.41,23.53,1.59,Mumbai,4.4,65.89755
2020,10,10,4.91,28.3,79.14,24.23,1.2,Mumbai,4.07,66.6727
2020,10,11,3.72,27.88,80.26,23.97,1.47,Mumbai,3.91,66.8743
2020,10,12,4.01,27.27,84.74,24.37,1.86,Mumbai,2.9,68.7507
2020,10,13,4.8,28.16,81.18,24.41,1.33,Mumbai,3.75,67.6649
2020,10,14,3.76,27.78,86.27,25.19,1.91,Mumbai,2.59,70.10985
2020,10,15,3.89,26.77,93.48,25.64,4.54,Mumbai,1.13,73.1014
2020,10,16,4.6,27.29,88.21,25.11,4.97,Mumbai,2.18,70.69655
2020,10,17,4.24,26.7,88.53,24.57,3.63,Mumbai,2.13,70.28415
2020,10,18,5.09,26.28,89.57,24.35,2.64,Mumbai,1.93,70.44135
2020,10,19,4.27,25.74,89.65,23.86,2.24,Mumbai,1.88,69.94575
2020,10,20,4.59,27.01,90.42,25.27,1.77,Mumbai,1.74,71.6431
2020,10,21,4.3,27.55,89.21,25.54,1.77,Mumbai,2.01,71.51155
2020,10,22,4.55,27.08,90.39,25.33,2.28,Mumbai,1.75,71.69645
2020,10,23,5.01,26.77,83.22,23.55,2.31,Mumbai,3.22,67.4071
2020,10,24,5.17,27.32,77.31,22.75,1.27,Mumbai,4.57,64.67705
2020,10,25,5.22,27.27,74.29,22.03,1.36,Mumbai,5.24,62.95095
2020,10,26,4.67,26.99,77.67,22.55,2,Mumbai,4.44,64.54685
2020,10,27,5.56,26.66,77.24,22.05,2.1,Mumbai,4.61,63.9782
2020,10,28,5.62,26.22,70.26,19.96,1.87,Mumbai,6.26,59.6643
2020,10,29,5.44,25.85,69.46,19.44,2.19,Mumbai,6.41,58.8503
2020,10,30,5.58,25.9,68.36,19.06,2.19,Mumbai,6.84,58.2898
2020,10,31,5.54,25.41,69.13,18.99,2.31,Mumbai,6.42,58.22715
2020,11,1,4.81,25.78,74.35,20.59,2.21,Mumbai,5.19,61.49425
2020,11,2,4.41,26.55,78.13,22.24,2.11,Mumbai,4.31,64.36215
2020,11,3,4.57,26.45,74.55,21.27,2.93,Mumbai,5.18,62.27525
2020,11,4,4.67,25.46,72.37,19.78,2.89,Mumbai,5.68,60.07535
2020,11,5,4.84,24.84,72.04,19.14,2.71,Mumbai,5.7,59.2722
2020,11,6,5.23,23.71,69.18,17.31,3.51,Mumbai,6.4,56.5549
2020,11,7,5.25,23.75,73.03,18.46,3.87,Mumbai,5.29,58.73165
2020,11,8,4.88,24.75,74.98,19.83,3.78,Mumbai,4.92,60.8139
2020,11,9,5.17,23.71,69.01,17.27,3.3,Mumbai,6.44,56.46055
2020,11,10,5.02,22.15,69.05,15.69,4.14,Mumbai,6.46,54.92275
2020,11,11,4.99,21.35,68.86,14.97,4.25,Mumbai,6.38,54.0173
2020,11,12,5.13,22.08,70.07,16,3.76,Mumbai,6.08,55.41885
2020,11,13,5.25,25.1,80.54,21.34,2.8,Mumbai,3.76,64.2497
2020,11,14,5.02,26.39,81.27,22.72,2.6,Mumbai,3.67,65.94485
2020,11,15,4.85,26.36,77.47,21.73,2.08,Mumbai,4.63,63.80585
2020,11,16,4.81,26.18,75.6,21.25,2.73,Mumbai,4.93,62.588
2020,11,17,4.61,26.83,79.65,22.83,2.23,Mumbai,4,65.48575
2020,11,18,3.98,25.82,82.39,22.46,2.47,Mumbai,3.36,65.99645
2020,11,19,4.15,25.95,81.33,22.33,1.99,Mumbai,3.62,65.53815
2020,11,20,4.3,26.16,80.64,22.32,1.79,Mumbai,3.84,65.3652
2020,11,21,4.73,25.76,78.5,21.46,2.14,Mumbai,4.3,63.7775
2020,11,22,4.77,24.66,80.6,20.83,2.54,Mumbai,3.83,63.843
2020,11,23,4.91,24.76,79.07,20.65,2.12,Mumbai,4.11,63.09385
2020,11,24,4.29,24.77,74.64,19.65,1.77,Mumbai,5.12,60.6452
2020,11,25,3.39,24.11,72.87,18.55,3.1,Mumbai,5.56,59.00285
2020,11,26,4.28,23.63,71.13,17.81,3.17,Mumbai,5.82,57.55715
2020,11,27,4.66,23.25,76.28,18.58,4.75,Mumbai,4.67,60.0354
2020,11,28,4.06,23.77,79.88,19.85,3.91,Mumbai,3.92,62.5534
2020,11,29,4.77,25.18,80.16,21.3,2.94,Mumbai,3.88,64.1188
2020,11,30,4.52,25.84,82.13,22.37,2.14,Mumbai,3.47,65.87215
2020,12,1,4.44,26.51,79.48,22.37,1.84,Mumbai,4.14,65.0714
2020,12,2,4.55,25.27,73.78,19.91,2.65,Mumbai,5.36,60.6679
2020,12,3,4.75,23.79,66.77,16.81,3.14,Mumbai,6.98,55.29735
2020,12,4,4.87,23.63,65.49,16.28,3.09,Mumbai,7.35,54.42695
2020,12,5,4.81,23.45,63.02,15.48,3.2,Mumbai,7.97,52.8761
2020,12,6,5.05,22.73,65.03,15.41,3.96,Mumbai,7.32,53.27165
2020,12,7,5.12,22.42,63.97,14.89,4.06,Mumbai,7.53,52.37335
2020,12,8,4.78,22.86,64.14,15.35,3.94,Mumbai,7.51,52.9077
2020,12,9,4.06,23.89,69.45,17.74,3.05,Mumbai,6.15,56.88475
2020,12,10,3.99,25.17,71.92,19.4,2.23,Mumbai,5.77,59.5356
2020,12,11,2.42,24.8,79.62,20.93,1.45,Mumbai,3.87,63.4391
2020,12,12,1.4,24.67,82.68,21.3,2.05,Mumbai,3.37,65.0074
2020,12,13,1.78,24.41,82.78,21.08,1.64,Mumbai,3.33,64.8029
2020,12,14,3.14,24.29,82,20.79,1.83,Mumbai,3.5,64.25
2020,12,15,4.15,23.81,80.13,19.82,2.21,Mumbai,3.99,62.73215
2020,12,16,4.25,23.82,78.92,19.57,2.39,Mumbai,4.25,62.0706
2020,12,17,4,23.84,75.04,18.77,2.45,Mumbai,5.07,59.9372
2020,12,18,4.24,23.59,71.5,17.79,2.92,Mumbai,5.8,57.7225
2020,12,19,4.1,22.68,71.57,16.94,3.77,Mumbai,5.74,56.85135
2020,12,20,4.61,21.55,67.85,15.03,4.19,Mumbai,6.52,53.65675
2020,12,21,4.85,21.04,58.45,11.87,4.13,Mumbai,9.17,47.92975
2020,12,22,4.79,20.86,54.33,10.65,3.17,Mumbai,10.21,45.46315
2020,12,23,4.91,21.04,57.95,11.72,2.55,Mumbai,9.32,47.65225
2020,12,24,4.54,22.25,58.74,13.12,2.55,Mumbai,9.13,49.3007
2020,12,25,4.53,23.26,64.45,15.78,3.46,Mumbai,7.48,53.47975
2020,12,26,4.33,23.4,65.28,16.03,3.21,Mumbai,7.37,54.0804
2020,12,27,4.4,23.3,71.22,17.37,2.82,Mumbai,5.93,57.2771
2020,12,28,4.82,21.27,65.09,13.78,2.54,Mumbai,7.49,51.84495
2020,12,29,4.63,20.81,64.44,13.28,2.35,Mumbai,7.53,51.0242
2020,12,30,4.2,22.19,68.7,15.6,2.3,Mumbai,6.59,54.7685
2020,12,31,3.67,23.74,68.4,17.18,3.51,Mumbai,6.56,56.152
2021,1,1,3.17,24.52,73.72,19.19,3.03,Mumbai,5.33,59.8846
2021,1,2,3.03,23.85,76.92,19.38,2.01,Mumbai,4.47,60.9906
2021,1,3,3.74,23.59,71.22,17.81,1.91,Mumbai,5.78,57.5671
2021,1,4,3.14,23.68,71.52,17.94,1.94,Mumbai,5.74,57.8236
2021,1,5,3.7,23.33,71.57,17.6,2.04,Mumbai,5.73,57.50135
2021,1,6,3.98,23.69,68.91,17.31,2.43,Mumbai,6.38,56.38505
2021,1,7,3.88,24.45,75.7,19.76,1.89,Mumbai,4.69,60.9135
2021,1,8,2.87,25,81.37,21.42,1.84,Mumbai,3.58,64.61035
2021,1,9,3.77,25.53,79.22,21.4,1.88,Mumbai,4.13,63.9471
2021,1,10,4.32,26.17,76.34,21.35,2.47,Mumbai,4.82,62.9887
2021,1,11,4.52,26.9,68.57,19.78,2.36,Mumbai,7.12,59.40635
2021,1,12,4.38,27.02,60.23,17.96,3.09,Mumbai,9.06,54.89765
2021,1,13,4.46,26.35,60.54,17.49,2.74,Mumbai,8.86,54.3997
2021,1,14,4.86,25.32,61.05,16.48,2,Mumbai,8.84,53.65275
2021,1,15,4.86,24.75,61.77,16.2,2.64,Mumbai,8.55,53.48235
2021,1,16,4.85,24.72,59.34,15.47,2.04,Mumbai,9.25,52.1037
2021,1,17,4.79,25.22,63.81,17.15,2.07,Mumbai,8.07,55.08455
2021,1,18,4.79,25.17,63.03,16.99,2.23,Mumbai,8.18,54.60165
2021,1,19,4.87,25.09,59.8,16.13,2.15,Mumbai,8.96,52.729
2021,1,20,5,24.38,55.82,14.2,2.37,Mumbai,10.18,49.8101
2021,1,21,5.21,22.98,53.2,11.79,2.31,Mumbai,11.19,46.956
2021,1,22,5.03,23.7,55.84,13.12,2.12,Mumbai,10.58,49.1412
2021,1,23,5.06,23.92,58.23,14.18,2.1,Mumbai,9.74,50.68765
2021,1,24,5.26,23.25,59.11,13.93,2.52,Mumbai,9.32,50.50605
2021,1,25,5.33,22.63,50.99,10.87,2.91,Mumbai,11.76,45.37945
2021,1,26,5.47,22.36,47.57,9.54,2.5,Mumbai,12.82,43.21135
2021,1,27,5.37,22.04,46.51,8.81,2.64,Mumbai,13.23,42.30305
2021,1,28,5.37,21.96,47.9,9.35,2.58,Mumbai,12.61,42.9945
2021,1,29,5.22,22.34,44.85,8.57,2.84,Mumbai,13.77,41.68175
2021,1,30,5.09,23.41,43.98,9.52,2.52,Mumbai,13.89,42.2689
2021,1,31,4.96,23.95,45.92,10.68,2.62,Mumbai,13.27,43.8856
2021,2,1,4.58,24.54,49.67,12.32,3.46,Mumbai,12.22,46.55685
2021,2,2,5.1,24.89,39.95,9.17,3.73,Mumbai,15.72,41.51225
2021,2,3,4.94,23.91,41.43,8.24,3.02,Mumbai,15.67,41.35365
2021,2,4,5.15,23.69,46.78,10.08,2.68,Mumbai,13.61,44.1029
2021,2,5,5.26,22.95,52.49,11.67,3.32,Mumbai,11.28,46.53195
2021,2,6,5.51,23.35,42.33,8.53,3.38,Mumbai,14.82,41.29315
2021,2,7,5.63,24.14,41.54,9.01,3.99,Mumbai,15.13,41.6447
2021,2,8,5.9,24.25,40.12,7.91,3.44,Mumbai,16.34,40.9666
2021,2,9,5.9,24.01,39.1,7,3.46,Mumbai,17.01,40.1605
2021,2,10,5.52,24.15,40.48,7.76,2.64,Mumbai,16.39,41.0664
2021,2,11,5.46,24.64,41.42,8.37,2.78,Mumbai,16.27,42.0781
2021,2,12,5.46,24.72,43.49,9.64,2.73,Mumbai,15.08,43.30695
2021,2,13,5.32,24.96,45.39,10.76,2.57,Mumbai,14.2,44.60145
2021,2,14,5.05,25.01,54.19,13.73,2.34,Mumbai,11.28,49.53545
2021,2,15,4.93,24.44,56.93,14.29,2.43,Mumbai,10.15,50.48615
2021,2,16,5.26,24.01,64.84,16.12,2.73,Mumbai,7.89,54.4462
2021,2,17,5.3,24.9,62.56,16.25,2.49,Mumbai,8.65,54.0708
2021,2,18,5.01,26.01,59.29,16.26,2.13,Mumbai,9.75,53.36595
2021,2,19,5.34,25.78,60.75,16.58,2.79,Mumbai,9.2,53.94625
2021,2,20,5.74,25.37,51.27,13.45,3.42,Mumbai,11.92,48.27485
2021,2,21,5.52,26.75,49.5,14.36,4.1,Mumbai,12.39,48.6725
2021,2,22,5.71,27.47,53.24,16.01,2.87,Mumbai,11.46,51.4682
2021,2,23,5.62,27.63,50.79,14.91,2.42,Mumbai,12.72,50.26845
2021,2,24,5.76,27.53,43.82,12.56,2.76,Mumbai,14.97,46.3001
2021,2,25,5.57,27.34,44.9,13.18,3.02,Mumbai,14.16,46.7095
2021,2,26,6.27,27.1,48.2,13.86,2.97,Mumbai,13.24,48.301
2021,2,27,6.46,27.29,47.23,13.42,3.26,Mumbai,13.87,47.95265
2021,2,28,6.35,29.01,40.16,12.03,2.89,Mumbai,16.98,45.7488
2021,3,1,6.35,29.82,35.17,11.16,3.95,Mumbai,18.66,43.78935
2021,3,2,6.5,29.2,30.13,8.14,3.63,Mumbai,21.06,40.37215
2021,3,3,6.51,29.44,25.65,5.98,3.23,Mumbai,23.46,38.12575
2021,3,4,6.44,29.38,23.08,4.73,3.49,Mumbai,24.65,36.6394
2021,3,5,6.6,29.86,26.28,6.44,3.29,Mumbai,23.42,38.8954
2021,3,6,6.55,28.84,40.86,12.14,2.23,Mumbai,16.7,45.9673
2021,3,7,6.62,28.28,46.2,13.53,2.85,Mumbai,14.75,48.371
2021,3,8,6.82,28.34,43.26,11.62,3.07,Mumbai,16.72,46.7993
2021,3,9,6.44,28.78,45.88,13.17,3,Mumbai,15.61,48.6934
2021,3,10,6.42,28.69,46.96,14.07,2.64,Mumbai,14.62,49.2028
2021,3,11,6.09,28.55,45.42,13.83,2.89,Mumbai,14.72,48.2081
2021,3,12,6.27,28.86,46.46,13.61,2.94,Mumbai,15.25,49.0953
2021,3,13,6.48,30.55,33.35,10.68,3.51,Mumbai,19.87,43.50925
2021,3,14,6.08,29.97,33.56,10.54,2.86,Mumbai,19.43,43.0458
2021,3,15,6.27,29.89,30.65,9.55,2.83,Mumbai,20.34,41.35075
2021,3,16,6.08,30.42,35.27,11.79,2.86,Mumbai,18.63,44.44485
2021,3,17,6.04,30.44,32.96,10.96,3.16,Mumbai,19.48,43.1828
2021,3,18,5.61,30.44,36,11.75,2.91,Mumbai,18.69,44.87
2021,3,19,6.26,28.84,47.33,14.52,3.22,Mumbai,14.32,49.55815
2021,3,20,6.09,28.48,47.56,14.24,2.68,Mumbai,14.24,49.3258
2021,3,21,6.44,29,44.62,13.49,2.23,Mumbai,15.51,48.2141
2021,3,22,6.48,29.7,46.26,14.7,2.28,Mumbai,15,49.8243
2021,3,23,6.38,30.59,41.87,14.27,2.95,Mumbai,16.32,48.27785
2021,3,24,6.64,32.07,32.95,12.96,3.18,Mumbai,19.11,44.80725
2021,3,25,6.72,31.93,23.66,6.92,4.73,Mumbai,25.01,39.5113
2021,3,26,7,31.51,23.36,6.37,3.36,Mumbai,25.14,38.9248
2021,3,27,6.97,32.4,21.81,5.85,3.51,Mumbai,26.55,38.95455
2021,3,28,6.85,31.83,30.15,8.97,2.7,Mumbai,22.86,43.01325
2021,3,29,6.89,31.31,36.77,12.23,2.75,Mumbai,19.08,46.16735
2021,3,30,7.1,29.89,49.63,15.83,2.26,Mumbai,14.06,51.88465
2021,3,31,7.24,29,53.94,16.44,2.43,Mumbai,12.56,53.3867
2021,4,1,7.03,29.12,61.81,19.38,2.4,Mumbai,9.74,57.87455
2021,4,2,7.03,28.99,60.38,18.26,2.32,Mumbai,10.73,56.9509
2021,4,3,6.93,28.9,58.85,18.7,2.45,Mumbai,10.2,56.01175
2021,4,4,6.97,29.79,57.26,18.91,2.8,Mumbai,10.88,56.0193
2021,4,5,7.05,30.38,53.4,18.16,3,Mumbai,12.22,54.467
2021,4,6,7.04,31.32,44.66,15.54,3.42,Mumbai,15.78,50.5563
2021,4,7,7.05,31.36,44.59,14.9,3.21,Mumbai,16.46,50.55745
2021,4,8,5.97,30.37,54.42,18.47,2.63,Mumbai,11.9,55.0231
2021,4,9,6.8,30.81,50.59,16.36,2.45,Mumbai,14.45,53.33745
2021,4,10,6.62,31.36,46.12,16.15,2.62,Mumbai,15.21,51.4066
2021,4,11,6.64,32.31,43.46,16.11,1.94,Mumbai,16.2,50.8803
2021,4,12,6.81,32.07,46.5,16.79,2.32,Mumbai,15.28,52.3275
2021,4,13,5.77,32.59,41.6,15.71,2.01,Mumbai,16.88,50.128
2021,4,14,6.4,32.16,42.23,16.16,2.61,Mumbai,16,50.04765
2021,4,15,6.82,31.34,44.26,16.12,2.63,Mumbai,15.22,50.3543
2021,4,16,7.12,30.92,49.28,17.16,3.11,Mumbai,13.76,52.7204
2021,4,17,7.08,31.08,51.25,17.63,3.67,Mumbai,13.45,53.97375
2021,4,18,7.22,31.9,50.25,18.06,3.39,Mumbai,13.84,54.23875
2021,4,19,7.12,31.11,53.61,18.78,2.54,Mumbai,12.33,55.31355
2021,4,20,6.97,30.81,55.28,18.94,2.79,Mumbai,11.87,55.9404
2021,4,21,6.42,29.69,58,19.47,2.57,Mumbai,10.22,56.33
2021,4,22,5.71,30.91,56.25,18.99,2.97,Mumbai,11.92,56.57875
2021,4,23,6.14,30.81,50.32,17.34,2.89,Mumbai,13.47,53.1876
2021,4,24,6.44,30.95,47.07,16.6,2.73,Mumbai,14.35,51.52385
2021,4,25,6.84,32.01,48.9,17.98,2.92,Mumbai,14.03,53.5995
2021,4,26,6.67,31.41,59.41,21.29,2.48,Mumbai,10.12,58.83255
2021,4,27,6.79,31.83,51.28,19.06,2.25,Mumbai,12.77,54.7404
2021,4,28,6.62,31.64,47.91,17.7,2.36,Mumbai,13.94,52.68005
2021,4,29,6.38,31.47,54.07,19.73,2.83,Mumbai,11.74,55.92885
